Location_ID,Latitude,Longitude,Depot_Flag,Demand_unit,Product_Type,Temp_Min,Temp_Max,Ripeness_Date,Expiration_Date,Packaging_Type,Contamination_Group,Handling_Notes,Urgency_Score,Time_Window_Start,Time_Window_End
L829,48.942568,-90.427276,FALSE,4,Herbs,5,10,06/05/2025,06/09/2025,Crate,C,Keep Upright,0.75,08:00,12:00
L830,47.99229,-90.676828,TRUE,12,Fruit,4,8,06/06/2025,06/08/2025,Box,A,Fragile,0.34,12:00,17:00
L831,41.273093,-88.827286,FALSE,8,Dairy,0,4,06/08/2025,06/13/2025,Crate,B,None,0.61,08:00,12:00
L832,49.398937,-87.326042,FALSE,21,Leafy,1,7,06/06/2025,06/12/2025,Box,B,Keep Upright,0.96,12:00,17:00
L833,44.771008,-81.618224,TRUE,17,Herbs,5,10,06/08/2025,06/13/2025,Pallet,C,Fragile,0.48,08:00,12:00
L834,40.608346,-94.39546,FALSE,12,Fruit,4,8,06/08/2025,06/14/2025,Box,B,Keep Upright,0.0,12:00,17:00
L835,44.032388,-90.42234,FALSE,14,Meat,-2,0,06/06/2025,06/10/2025,Pallet,A,Fragile,0.51,17:00,20:00
L836,45.629349,-84.517703,FALSE,11,Leafy,1,7,06/07/2025,06/09/2025,Crate,B,Fragile,1.0,17:00,20:00
L837,47.998018,-94.22999,FALSE,18,Leafy,1,7,06/05/2025,06/12/2025,Box,C,Keep Upright,0.7,12:00,17:00
L838,46.58364,-84.199785,FALSE,19,Leafy,1,7,06/05/2025,06/12/2025,Pallet,A,Keep Upright,0.86,12:00,17:00
L839,44.735754,-96.243974,FALSE,3,Leafy,1,7,06/05/2025,06/08/2025,Pallet,B,None,0.73,17:00,20:00
L840,47.081365,-93.699818,FALSE,6,Herbs,5,10,06/08/2025,06/14/2025,Pallet,B,Fragile,0.36,12:00,17:00
L841,44.57867,-96.249195,FALSE,7,Meat,-2,0,06/06/2025,06/13/2025,Crate,B,None,0.94,08:00,12:00
L842,39.993569,-93.409622,FALSE,14,Fruit,4,8,06/08/2025,06/12/2025,Crate,C,Fragile,0.13,17:00,20:00
L843,47.068772,-90.861459,FALSE,4,Dairy,0,4,06/06/2025,06/13/2025,Crate,B,Fragile,0.76,08:00,12:00
L844,48.741996,-90.310138,FALSE,1,Meat,-2,0,06/07/2025,06/11/2025,Crate,C,Keep Upright,0.91,12:00,17:00
L845,48.743087,-88.273397,FALSE,25,Herbs,5,10,06/07/2025,06/13/2025,Box,B,Fragile,0.45,12:00,17:00
L846,43.53939,-96.235756,FALSE,8,Meat,-2,0,06/06/2025,06/09/2025,Pallet,C,None,0.13,12:00,17:00
L847,41.629316,-89.28316,TRUE,19,Leafy,1,7,06/08/2025,06/11/2025,Crate,A,Keep Upright,0.7,08:00,12:00
L848,49.43319,-90.020864,FALSE,13,Leafy,1,7,06/06/2025,06/10/2025,Pallet,B,Fragile,0.81,12:00,17:00
L849,43.976984,-81.759879,FALSE,3,Fruit,4,8,06/08/2025,06/15/2025,Pallet,B,None,0.71,17:00,20:00
L850,47.619515,-86.027204,FALSE,18,Herbs,5,10,06/06/2025,06/13/2025,Pallet,B,None,0.63,08:00,12:00
L851,39.839032,-85.265899,FALSE,13,Fruit,4,8,06/08/2025,06/13/2025,Pallet,C,None,0.21,12:00,17:00
L852,47.372033,-83.703046,FALSE,2,Meat,-2,0,06/07/2025,06/11/2025,Crate,C,Keep Upright,0.9,17:00,20:00
L853,40.596881,-91.41988,FALSE,10,Fruit,4,8,06/06/2025,06/11/2025,Pallet,B,Keep Upright,0.13,17:00,20:00
L854,47.417786,-88.043512,FALSE,3,Leafy,1,7,06/06/2025,06/11/2025,Box,B,Fragile,0.34,12:00,17:00
L855,40.059424,-87.93193,FALSE,15,Meat,-2,0,06/07/2025,06/09/2025,Box,B,None,0.35,17:00,20:00
L856,44.874499,-89.730938,FALSE,18,Herbs,5,10,06/06/2025,06/08/2025,Box,C,Keep Upright,0.61,12:00,17:00
L857,48.740454,-90.016518,FALSE,16,Leafy,1,7,06/05/2025,06/12/2025,Pallet,A,None,0.8,17:00,20:00
L858,46.243223,-82.325641,FALSE,18,Herbs,5,10,06/08/2025,06/12/2025,Crate,B,None,0.24,17:00,20:00
L859,43.413145,-86.567717,FALSE,5,Leafy,1,7,06/06/2025,06/10/2025,Box,C,None,0.91,17:00,20:00
L860,40.206902,-92.707888,FALSE,15,Leafy,1,7,06/06/2025,06/12/2025,Crate,C,Fragile,0.07,08:00,12:00
L861,43.416545,-90.957963,FALSE,17,Herbs,5,10,06/07/2025,06/09/2025,Box,A,Fragile,0.58,08:00,12:00
L862,47.543272,-95.425914,FALSE,19,Fruit,4,8,06/08/2025,06/15/2025,Crate,A,Keep Upright,0.84,12:00,17:00
L863,44.546967,-83.282354,FALSE,10,Fruit,4,8,06/07/2025,06/13/2025,Box,C,None,0.66,17:00,20:00
L864,47.342819,-93.05761,FALSE,6,Fruit,4,8,06/07/2025,06/12/2025,Box,B,Keep Upright,0.57,08:00,12:00
L865,46.285481,-93.436077,FALSE,22,Meat,-2,0,06/05/2025,06/07/2025,Pallet,A,Fragile,0.91,08:00,12:00
L866,43.962332,-85.395861,FALSE,25,Leafy,1,7,06/06/2025,06/09/2025,Pallet,A,Fragile,0.28,12:00,17:00
L867,49.139149,-89.596699,FALSE,1,Leafy,1,7,06/06/2025,06/10/2025,Pallet,A,Fragile,0.86,17:00,20:00
L868,46.176691,-96.910654,FALSE,12,Leafy,1,7,06/07/2025,06/09/2025,Crate,C,None,0.74,08:00,12:00
L869,44.362295,-82.677903,FALSE,18,Dairy,0,4,06/08/2025,06/14/2025,Crate,A,Keep Upright,0.5,12:00,17:00
L870,47.96905,-87.446243,FALSE,15,Leafy,1,7,06/06/2025,06/11/2025,Pallet,A,None,0.2,12:00,17:00
L871,46.952039,-91.896664,FALSE,5,Dairy,0,4,06/08/2025,06/15/2025,Pallet,C,None,0.39,12:00,17:00
L872,40.100366,-87.282028,FALSE,1,Leafy,1,7,06/07/2025,06/09/2025,Pallet,A,Fragile,0.9,12:00,17:00
L873,43.55966,-82.305116,FALSE,14,Herbs,5,10,06/07/2025,06/13/2025,Box,C,None,0.52,12:00,17:00
L874,43.811192,-81.622133,FALSE,21,Fruit,4,8,06/05/2025,06/08/2025,Crate,B,None,0.54,12:00,17:00
L875,44.030247,-94.671691,FALSE,6,Meat,-2,0,06/06/2025,06/09/2025,Crate,C,None,0.08,08:00,12:00
L876,41.037931,-84.631384,FALSE,7,Leafy,1,7,06/08/2025,06/13/2025,Pallet,A,Fragile,0.95,12:00,17:00
L877,43.126101,-82.024151,FALSE,25,Meat,-2,0,06/08/2025,06/10/2025,Box,B,Fragile,0.29,08:00,12:00
L878,43.244421,-91.6407,FALSE,9,Herbs,5,10,06/08/2025,06/15/2025,Crate,B,Fragile,0.86,08:00,12:00
L879,46.494861,-81.903523,FALSE,22,Meat,-2,0,06/06/2025,06/13/2025,Pallet,B,Fragile,0.55,12:00,17:00
L880,47.182263,-96.363652,FALSE,3,Fruit,4,8,06/05/2025,06/09/2025,Crate,C,Fragile,0.34,17:00,20:00
L881,41.196362,-83.895023,FALSE,20,Fruit,4,8,06/07/2025,06/14/2025,Crate,C,Keep Upright,0.87,12:00,17:00
L882,48.220013,-86.709774,FALSE,7,Herbs,5,10,06/05/2025,06/09/2025,Crate,A,None,0.26,08:00,12:00
L883,46.39146,-85.111567,FALSE,5,Meat,-2,0,06/07/2025,06/11/2025,Box,A,Fragile,0.26,12:00,17:00
L884,43.626249,-82.679405,FALSE,22,Herbs,5,10,06/05/2025,06/08/2025,Pallet,A,None,0.69,17:00,20:00
L885,39.80341,-87.779632,FALSE,2,Dairy,0,4,06/06/2025,06/11/2025,Crate,B,Fragile,0.89,17:00,20:00
L886,41.035312,-91.342034,FALSE,23,Herbs,5,10,06/08/2025,06/12/2025,Crate,B,Fragile,0.21,08:00,12:00
L887,49.376717,-93.22643,FALSE,18,Meat,-2,0,06/05/2025,06/11/2025,Pallet,A,Keep Upright,0.14,08:00,12:00
L888,42.117677,-96.159574,FALSE,9,Dairy,0,4,06/07/2025,06/12/2025,Pallet,A,None,0.89,08:00,12:00
L889,43.639083,-96.948763,FALSE,21,Leafy,1,7,06/08/2025,06/15/2025,Box,C,Keep Upright,0.36,17:00,20:00
L890,47.557894,-85.252382,FALSE,25,Leafy,1,7,06/07/2025,06/12/2025,Box,A,Keep Upright,0.45,17:00,20:00
L891,43.053074,-95.519873,FALSE,4,Leafy,1,7,06/07/2025,06/12/2025,Pallet,B,Fragile,0.07,17:00,20:00
L892,41.25041,-83.081547,FALSE,5,Meat,-2,0,06/07/2025,06/14/2025,Pallet,A,Keep Upright,0.81,17:00,20:00
L893,46.167332,-82.876697,FALSE,18,Meat,-2,0,06/08/2025,06/11/2025,Pallet,B,None,0.26,17:00,20:00
L894,44.540276,-87.404687,FALSE,8,Fruit,4,8,06/05/2025,06/10/2025,Box,C,None,0.46,17:00,20:00
L895,42.103686,-82.887723,FALSE,24,Fruit,4,8,06/06/2025,06/10/2025,Pallet,A,None,0.37,08:00,12:00
L896,44.206745,-85.96026,FALSE,22,Herbs,5,10,06/08/2025,06/12/2025,Box,A,Fragile,0.99,17:00,20:00
L897,42.070268,-93.93796,FALSE,10,Fruit,4,8,06/08/2025,06/12/2025,Box,A,Keep Upright,0.11,17:00,20:00
L898,47.991917,-85.29825,FALSE,16,Herbs,5,10,06/06/2025,06/11/2025,Crate,B,Keep Upright,0.28,08:00,12:00
L899,43.670866,-92.905517,FALSE,21,Meat,-2,0,06/05/2025,06/09/2025,Crate,A,None,0.33,08:00,12:00
L900,41.41335,-92.707173,FALSE,16,Herbs,5,10,06/08/2025,06/15/2025,Box,C,None,0.14,12:00,17:00
L901,42.428772,-89.916676,FALSE,20,Leafy,1,7,06/06/2025,06/11/2025,Crate,A,None,0.01,17:00,20:00
L902,48.314234,-95.194957,TRUE,4,Leafy,1,7,06/07/2025,06/14/2025,Box,C,Keep Upright,0.5,12:00,17:00
L903,46.4859,-89.350286,FALSE,8,Fruit,4,8,06/05/2025,06/10/2025,Pallet,C,Keep Upright,0.67,12:00,17:00
L904,48.233841,-89.329899,FALSE,15,Fruit,4,8,06/06/2025,06/08/2025,Box,A,None,0.7,12:00,17:00
L905,46.385954,-84.024795,FALSE,10,Herbs,5,10,06/06/2025,06/11/2025,Crate,C,Fragile,0.87,08:00,12:00
L906,46.056075,-89.431661,FALSE,2,Leafy,1,7,06/08/2025,06/15/2025,Crate,A,Keep Upright,0.53,17:00,20:00
L907,39.955546,-84.241249,FALSE,12,Leafy,1,7,06/06/2025,06/11/2025,Box,B,Fragile,0.72,12:00,17:00
L908,44.660045,-88.08527,TRUE,12,Dairy,0,4,06/06/2025,06/08/2025,Crate,B,Fragile,0.16,08:00,12:00
L909,42.339927,-95.527507,FALSE,7,Fruit,4,8,06/07/2025,06/10/2025,Box,C,Keep Upright,0.27,12:00,17:00
L910,43.697794,-96.414756,FALSE,7,Dairy,0,4,06/07/2025,06/09/2025,Pallet,A,Fragile,0.58,17:00,20:00
L911,46.235891,-85.503722,FALSE,13,Leafy,1,7,06/06/2025,06/08/2025,Crate,C,Keep Upright,0.29,12:00,17:00
L912,39.413238,-85.394175,TRUE,14,Dairy,0,4,06/05/2025,06/08/2025,Box,A,Keep Upright,0.47,17:00,20:00
L913,42.725957,-88.751385,FALSE,25,Leafy,1,7,06/05/2025,06/09/2025,Crate,C,None,0.29,17:00,20:00
L914,49.806383,-87.033757,FALSE,7,Fruit,4,8,06/06/2025,06/11/2025,Pallet,A,None,0.29,12:00,17:00
L915,41.550508,-90.947814,FALSE,4,Fruit,4,8,06/07/2025,06/10/2025,Pallet,B,Fragile,0.87,17:00,20:00
L916,47.35107,-82.673452,FALSE,13,Leafy,1,7,06/07/2025,06/14/2025,Crate,B,Keep Upright,0.62,17:00,20:00
L917,40.200033,-92.687806,FALSE,11,Fruit,4,8,06/05/2025,06/11/2025,Crate,B,None,0.42,08:00,12:00
L918,44.012703,-95.783456,FALSE,11,Herbs,5,10,06/08/2025,06/15/2025,Pallet,C,Keep Upright,0.1,08:00,12:00
L919,44.881579,-91.226973,FALSE,7,Dairy,0,4,06/07/2025,06/13/2025,Box,B,Fragile,0.57,08:00,12:00
L920,43.980731,-92.872719,FALSE,14,Fruit,4,8,06/05/2025,06/08/2025,Pallet,A,Fragile,0.08,08:00,12:00
L921,42.764497,-92.90772,FALSE,2,Herbs,5,10,06/07/2025,06/14/2025,Pallet,A,None,0.33,17:00,20:00
L922,47.822773,-92.766041,FALSE,13,Meat,-2,0,06/05/2025,06/12/2025,Pallet,B,Fragile,0.2,08:00,12:00
L923,45.932389,-82.39214,FALSE,9,Fruit,4,8,06/08/2025,06/12/2025,Crate,A,Fragile,0.17,17:00,20:00
L924,45.739024,-85.421851,FALSE,23,Leafy,1,7,06/07/2025,06/10/2025,Crate,A,Keep Upright,0.24,08:00,12:00
L925,41.808534,-85.117157,FALSE,9,Dairy,0,4,06/05/2025,06/11/2025,Crate,B,None,0.79,08:00,12:00
L926,45.329233,-81.571629,FALSE,21,Fruit,4,8,06/08/2025,06/14/2025,Pallet,A,Keep Upright,0.26,12:00,17:00
L927,40.544628,-92.642198,FALSE,24,Herbs,5,10,06/07/2025,06/12/2025,Crate,A,Keep Upright,0.79,12:00,17:00
L928,40.607497,-94.113905,TRUE,19,Meat,-2,0,06/06/2025,06/08/2025,Box,C,Fragile,0.05,12:00,17:00
L929,40.78624,-91.079475,FALSE,3,Herbs,5,10,06/08/2025,06/15/2025,Pallet,A,Keep Upright,0.21,17:00,20:00
L930,41.842785,-83.314143,TRUE,12,Meat,-2,0,06/06/2025,06/09/2025,Crate,A,Fragile,0.87,08:00,12:00
L931,43.369922,-93.33133,FALSE,8,Meat,-2,0,06/05/2025,06/08/2025,Box,C,None,0.49,17:00,20:00
L932,48.653158,-87.623931,FALSE,19,Herbs,5,10,06/08/2025,06/10/2025,Box,C,Fragile,0.15,12:00,17:00
L933,43.151488,-89.659782,FALSE,10,Herbs,5,10,06/05/2025,06/10/2025,Box,C,Fragile,0.3,17:00,20:00
L934,46.057811,-94.86199,TRUE,8,Dairy,0,4,06/07/2025,06/12/2025,Pallet,A,Keep Upright,0.1,17:00,20:00
L935,48.030174,-88.757641,FALSE,21,Leafy,1,7,06/07/2025,06/13/2025,Crate,A,Keep Upright,0.05,12:00,17:00
L936,45.528816,-90.329665,FALSE,20,Leafy,1,7,06/08/2025,06/13/2025,Box,A,None,0.17,17:00,20:00
L937,46.24827,-95.035718,FALSE,1,Dairy,0,4,06/06/2025,06/10/2025,Box,C,Keep Upright,0.33,08:00,12:00
L938,43.054056,-86.062066,FALSE,16,Meat,-2,0,06/06/2025,06/12/2025,Pallet,A,None,0.84,08:00,12:00
L939,43.760361,-94.950895,FALSE,12,Leafy,1,7,06/08/2025,06/11/2025,Pallet,A,Fragile,0.27,17:00,20:00
L940,45.624508,-86.69391,FALSE,17,Dairy,0,4,06/05/2025,06/09/2025,Crate,C,None,0.22,17:00,20:00
L941,42.193408,-88.181489,FALSE,23,Leafy,1,7,06/05/2025,06/12/2025,Pallet,B,None,0.67,12:00,17:00
L942,39.450626,-89.802576,FALSE,2,Fruit,4,8,06/05/2025,06/12/2025,Crate,A,None,0.64,08:00,12:00
L943,45.786597,-91.563082,FALSE,17,Fruit,4,8,06/05/2025,06/11/2025,Pallet,C,None,0.54,08:00,12:00
L944,41.498628,-85.521825,FALSE,23,Meat,-2,0,06/05/2025,06/10/2025,Crate,A,Fragile,0.5,12:00,17:00
L945,42.556381,-92.516151,FALSE,10,Dairy,0,4,06/06/2025,06/08/2025,Box,C,None,0.34,17:00,20:00
L946,44.806764,-86.144163,FALSE,12,Herbs,5,10,06/06/2025,06/12/2025,Box,C,None,0.66,08:00,12:00
L947,45.538051,-93.810494,FALSE,14,Meat,-2,0,06/08/2025,06/11/2025,Crate,B,Fragile,0.06,17:00,20:00
L948,47.462986,-88.96663,FALSE,15,Meat,-2,0,06/05/2025,06/07/2025,Box,A,Keep Upright,0.81,08:00,12:00
L949,49.790456,-90.0067,TRUE,4,Leafy,1,7,06/07/2025,06/13/2025,Pallet,C,None,0.55,17:00,20:00
L950,39.270597,-90.049663,FALSE,6,Herbs,5,10,06/08/2025,06/14/2025,Pallet,B,Fragile,0.88,12:00,17:00
L951,43.404657,-90.273322,FALSE,25,Fruit,4,8,06/07/2025,06/09/2025,Box,A,Keep Upright,0.02,17:00,20:00
L952,40.581667,-93.813976,FALSE,19,Meat,-2,0,06/06/2025,06/09/2025,Box,B,None,0.57,12:00,17:00
L953,41.221463,-93.181964,TRUE,4,Meat,-2,0,06/06/2025,06/13/2025,Pallet,C,None,0.22,17:00,20:00
L954,49.983688,-87.5432,FALSE,22,Herbs,5,10,06/06/2025,06/08/2025,Pallet,A,Keep Upright,0.37,12:00,17:00
L955,44.387175,-90.464462,FALSE,16,Fruit,4,8,06/08/2025,06/11/2025,Box,A,Fragile,0.07,12:00,17:00
L956,45.949537,-95.456831,FALSE,7,Meat,-2,0,06/08/2025,06/13/2025,Box,A,Fragile,0.35,08:00,12:00
L957,46.268409,-88.692257,FALSE,23,Dairy,0,4,06/07/2025,06/13/2025,Pallet,B,None,0.49,08:00,12:00
L958,43.78093,-88.953666,FALSE,6,Meat,-2,0,06/07/2025,06/11/2025,Box,A,Keep Upright,0.63,17:00,20:00
L959,44.446732,-88.486302,FALSE,14,Herbs,5,10,06/06/2025,06/13/2025,Box,C,Keep Upright,0.25,12:00,17:00
L960,43.960227,-90.958431,FALSE,17,Leafy,1,7,06/07/2025,06/10/2025,Pallet,A,Keep Upright,0.6,12:00,17:00
L961,42.251284,-86.543273,FALSE,9,Leafy,1,7,06/05/2025,06/07/2025,Box,A,Keep Upright,0.09,12:00,17:00
L962,44.542127,-90.543681,FALSE,21,Leafy,1,7,06/08/2025,06/14/2025,Pallet,B,None,0.42,12:00,17:00
L963,47.781383,-82.478055,FALSE,1,Dairy,0,4,06/05/2025,06/07/2025,Pallet,A,Fragile,0.93,08:00,12:00
L964,44.466775,-82.786977,FALSE,12,Herbs,5,10,06/05/2025,06/11/2025,Box,C,Fragile,0.53,12:00,17:00
L965,44.263903,-82.071776,FALSE,8,Leafy,1,7,06/08/2025,06/13/2025,Crate,B,Fragile,0.71,17:00,20:00
L966,42.891033,-82.010076,FALSE,11,Fruit,4,8,06/08/2025,06/14/2025,Pallet,A,None,0.82,08:00,12:00
L967,40.221681,-87.246034,FALSE,20,Fruit,4,8,06/07/2025,06/13/2025,Crate,B,Fragile,0.44,08:00,12:00
L968,43.80327,-95.455778,FALSE,14,Dairy,0,4,06/06/2025,06/08/2025,Crate,C,Keep Upright,0.03,12:00,17:00
L969,42.809078,-84.230174,FALSE,7,Leafy,1,7,06/07/2025,06/09/2025,Pallet,C,Fragile,0.93,12:00,17:00
L970,49.059874,-86.352903,FALSE,6,Leafy,1,7,06/07/2025,06/12/2025,Crate,B,Fragile,0.53,12:00,17:00
L971,45.216725,-96.527878,FALSE,25,Leafy,1,7,06/07/2025,06/14/2025,Box,C,None,0.28,12:00,17:00
L972,48.043265,-86.639327,FALSE,3,Fruit,4,8,06/06/2025,06/08/2025,Box,B,Fragile,0.3,12:00,17:00
L973,47.894517,-87.894961,FALSE,8,Fruit,4,8,06/05/2025,06/08/2025,Box,A,Keep Upright,0.05,12:00,17:00
L974,45.327482,-94.009554,FALSE,12,Herbs,5,10,06/06/2025,06/13/2025,Box,A,Fragile,0.7,08:00,12:00
L975,44.965169,-89.792325,FALSE,22,Meat,-2,0,06/07/2025,06/11/2025,Pallet,A,None,0.85,12:00,17:00
L976,40.551684,-86.465379,FALSE,10,Dairy,0,4,06/08/2025,06/13/2025,Crate,A,None,0.95,12:00,17:00
L977,43.724335,-86.558883,FALSE,1,Fruit,4,8,06/05/2025,06/10/2025,Crate,B,None,0.27,12:00,17:00
L978,47.815359,-87.773703,FALSE,24,Leafy,1,7,06/08/2025,06/12/2025,Pallet,A,None,0.65,12:00,17:00
L979,45.262403,-96.58632,FALSE,15,Dairy,0,4,06/06/2025,06/12/2025,Pallet,B,Keep Upright,0.32,17:00,20:00
L980,44.756605,-82.534859,FALSE,2,Meat,-2,0,06/06/2025,06/10/2025,Box,B,Fragile,0.49,17:00,20:00
L981,44.334848,-95.649573,FALSE,10,Dairy,0,4,06/08/2025,06/14/2025,Box,C,Fragile,0.21,08:00,12:00
L982,47.22199,-88.879557,TRUE,25,Herbs,5,10,06/06/2025,06/13/2025,Pallet,A,None,0.31,12:00,17:00
L983,48.336789,-83.709312,FALSE,25,Fruit,4,8,06/08/2025,06/15/2025,Box,B,Keep Upright,0.99,08:00,12:00
L984,43.262827,-96.027446,FALSE,8,Herbs,5,10,06/05/2025,06/10/2025,Pallet,A,Fragile,0.33,17:00,20:00
L985,45.587638,-88.392925,FALSE,21,Fruit,4,8,06/07/2025,06/10/2025,Pallet,B,Keep Upright,0.07,12:00,17:00
L986,44.21072,-87.330737,FALSE,24,Dairy,0,4,06/05/2025,06/11/2025,Box,B,None,0.48,12:00,17:00
L987,45.325763,-85.740812,FALSE,13,Fruit,4,8,06/06/2025,06/13/2025,Pallet,A,Keep Upright,0.32,17:00,20:00
L988,38.99651,-90.227255,FALSE,3,Fruit,4,8,06/08/2025,06/14/2025,Pallet,B,Fragile,0.44,12:00,17:00
L989,44.557762,-94.402391,FALSE,14,Dairy,0,4,06/06/2025,06/12/2025,Pallet,B,None,0.42,17:00,20:00
L990,39.153195,-88.570084,TRUE,15,Herbs,5,10,06/05/2025,06/10/2025,Pallet,C,None,0.4,12:00,17:00
L991,49.398915,-86.647622,FALSE,9,Meat,-2,0,06/06/2025,06/12/2025,Box,C,Keep Upright,0.05,12:00,17:00
L992,42.191237,-81.823999,FALSE,3,Dairy,0,4,06/05/2025,06/07/2025,Crate,A,Fragile,0.79,12:00,17:00
L993,43.995468,-92.486717,FALSE,9,Herbs,5,10,06/08/2025,06/14/2025,Box,B,Keep Upright,0.96,12:00,17:00
L994,42.465349,-93.989925,FALSE,12,Fruit,4,8,06/07/2025,06/10/2025,Box,B,Keep Upright,0.89,08:00,12:00
L995,40.915912,-94.335283,FALSE,15,Leafy,1,7,06/08/2025,06/14/2025,Crate,C,Fragile,0.06,17:00,20:00
L996,41.448812,-86.600013,FALSE,2,Herbs,5,10,06/06/2025,06/12/2025,Pallet,C,Fragile,0.19,08:00,12:00
L997,44.474418,-93.119079,TRUE,20,Herbs,5,10,06/05/2025,06/08/2025,Crate,B,Fragile,0.21,17:00,20:00
L998,43.767123,-96.570396,TRUE,19,Meat,-2,0,06/06/2025,06/09/2025,Crate,C,Keep Upright,0.02,12:00,17:00
L999,49.452784,-92.270474,FALSE,10,Dairy,0,4,06/08/2025,06/12/2025,Box,C,Fragile,0.84,08:00,12:00
L1000,44.768921,-82.369926,FALSE,18,Fruit,4,8,06/08/2025,06/15/2025,Pallet,B,Keep Upright,0.42,12:00,17:00
